# Modified data written from folder X1mg_mod on Mon, Sep 16, 2013 11:53:13 AM
# effective Q      I(Q)	      dI(Q)     stdev Q
0.004370000 0.126704604 0.010152084 0.001090000
0.004763000 0.125851909 0.007495354 0.001093000
0.005158000 0.126035824 0.006707866 0.001097000
0.005553000 0.119699131 0.005835107 0.001101000
0.005950000 0.115452377 0.005321819 0.001107000
0.006348000 0.120351192 0.004902159 0.001113000
0.006747000 0.111172183 0.004688149 0.001119000
0.007146000 0.110821074 0.004046120 0.001126000
0.007546000 0.113195243 0.004034417 0.001134000
0.007946000 0.115268462 0.003972555 0.001142000
0.008346000 0.112108476 0.003385700 0.001151000
0.008747000 0.108948489 0.003226865 0.001160000
0.009148000 0.113128365 0.003310462 0.001170000
0.009550000 0.106356966 0.003186738 0.001179000
0.009951000 0.111723927 0.003138251 0.001190000
0.010190000 0.110453245 0.001123718 0.002190000
0.010350000 0.112877573 0.002678465 0.001200000
0.010750000 0.107075904 0.003017871 0.001211000
0.011160000 0.109868062 0.002686825 0.001223000
0.011500000 0.108079075 0.001164848 0.002206000
0.011560000 0.107209660 0.002815565 0.001234000
0.011960000 0.110570281 0.002496222 0.001246000
0.012360000 0.105838661 0.002802189 0.001259000
0.012810000 0.104501100 0.001054332 0.002225000
0.012770000 0.106607758 0.002579820 0.001271000
0.013170000 0.108363306 0.002581492 0.001284000
0.013570000 0.100906407 0.002573132 0.001297000
0.013970000 0.104166710 0.002631650 0.001311000
0.014120000 0.103447772 0.000963211 0.002248000
0.014380000 0.105738344 0.002382530 0.001324000
0.014780000 0.101809260 0.002372498 0.001338000
0.015180000 0.101056882 0.002260477 0.001352000
0.015440000 0.100939846 0.000871253 0.002273000
0.015590000 0.105220039 0.002163504 0.001367000
0.015990000 0.098716152 0.002263821 0.001381000
0.016390000 0.098766310 0.002191927 0.001396000
0.016750000 0.099802919 0.000836644 0.002301000
0.016790000 0.097378591 0.002203631 0.001411000
0.017200000 0.101625345 0.002021388 0.001427000
0.017600000 0.100956565 0.002084922 0.001442000
0.018070000 0.097094359 0.000919238 0.002332000
0.018000000 0.097428750 0.001919399 0.001458000
0.018410000 0.095004421 0.002099970 0.001474000
0.018810000 0.093282312 0.001986277 0.001490000
0.019210000 0.094201885 0.001937791 0.001506000
0.019400000 0.095539445 0.000766924 0.002364000
0.019620000 0.094001251 0.001944479 0.001522000
0.020020000 0.093449507 0.001832458 0.001539000
0.020420000 0.092329300 0.001805707 0.001556000
0.020720000 0.091810996 0.000807887 0.002399000
0.020830000 0.091928032 0.001844161 0.001572000
0.021230000 0.090456716 0.001671282 0.001589000
0.021630000 0.093299032 0.001742172 0.001607000
0.022040000 0.088951960 0.000727131 0.002436000
0.022040000 0.087397046 0.001852521 0.001624000
0.022440000 0.084604889 0.001730469 0.001641000
0.022840000 0.084370816 0.001814066 0.001659000
0.023250000 0.083451243 0.001717093 0.001677000
0.023360000 0.084270499 0.000733819 0.002474000
0.023650000 0.082414633 0.002016372 0.001694000
0.024050000 0.082882780 0.001715421 0.001712000
0.024460000 0.077649574 0.001708733 0.001730000
0.024690000 0.080140781 0.000741844 0.002514000
0.024860000 0.085039596 0.001906024 0.001748000
0.025260000 0.080274537 0.001859209 0.001767000
0.025670000 0.078084281 0.001984605 0.001785000
0.026010000 0.076913916 0.000652395 0.002556000
0.026070000 0.076579526 0.002016372 0.001803000
0.026470000 0.074372551 0.002185239 0.001822000
0.027340000 0.073519856 0.000702052 0.002599000
0.028660000 0.069239663 0.000555589 0.002644000
0.029990000 0.065310579 0.000577492 0.002690000
0.031310000 0.060779593 0.000581003 0.002737000
0.032640000 0.057686484 0.000521983 0.002786000
0.033960000 0.054676973 0.000467812 0.002835000
0.035290000 0.050446938 0.000506768 0.002886000
0.036620000 0.047454147 0.000472159 0.002938000
0.037940000 0.045899233 0.000410965 0.002991000
0.039270000 0.041468564 0.000446745 0.003044000
0.040590000 0.038810162 0.000382208 0.003099000
0.041920000 0.036753663 0.000386555 0.003154000
0.043250000 0.034312615 0.000409461 0.003211000
0.044570000 0.032189238 0.000385385 0.003268000
0.045900000 0.029831788 0.000382709 0.003325000
0.046170000 0.030233056 0.000408458 0.005090000
0.047220000 0.028076240 0.000352447 0.003383000
0.048550000 0.026956033 0.000386053 0.003442000
0.049870000 0.024180595 0.000351444 0.003502000
0.050150000 0.024966412 0.000319008 0.005206000
0.051200000 0.023461656 0.000301285 0.003562000
0.052520000 0.022943352 0.000329541 0.003623000
0.053850000 0.021488755 0.000326365 0.003684000
0.054120000 0.021890023 0.000285235 0.005330000
0.055170000 0.020786535 0.000301118 0.003745000
0.056500000 0.020067597 0.000324024 0.003808000
0.057820000 0.019265060 0.000296270 0.003870000
0.058090000 0.019465694 0.000249455 0.005459000
0.059150000 0.018930670 0.000265673 0.003933000
0.060470000 0.017910780 0.000296102 0.003996000
0.061800000 0.017074805 0.000291755 0.004060000
0.062070000 0.017208561 0.000221199 0.005595000
0.063120000 0.016606659 0.000263332 0.004124000
0.064440000 0.015737245 0.000279216 0.004189000
0.065770000 0.015737245 0.000289247 0.004253000
0.066040000 0.015954598 0.000222537 0.005737000
0.067090000 0.015035025 0.000262496 0.004318000
0.068410000 0.014968147 0.000256979 0.004384000
0.069740000 0.014817672 0.000262831 0.004449000
0.070020000 0.014483282 0.000207322 0.005884000
0.071060000 0.014048575 0.000237751 0.004515000
0.072380000 0.013931538 0.000221032 0.004581000
0.073700000 0.013212599 0.000244105 0.004648000
0.073990000 0.013597148 0.000224543 0.006035000
0.075030000 0.013162441 0.000253969 0.004714000
0.076350000 0.012443502 0.000235243 0.004781000
0.077670000 0.012276307 0.000233906 0.004848000
0.077960000 0.012309746 0.000192943 0.006191000
0.078990000 0.012226148 0.000235912 0.004915000
0.080310000 0.012092392 0.000261159 0.004983000
0.081630000 0.011156100 0.000281556 0.005050000
0.081920000 0.011674405 0.000175220 0.006350000
0.082950000 0.010253247 0.000263667 0.005118000
